NUM;SAC;SIC;TIME;TIME(s);LAT;LON;H;TYP_020;SIM_020;RDP_020;SPI_020;RAB_020;TST_020;ERR_020;XPP_020;ME_020;MI_020;FOE_FRI_020;RHO;THETA;V_070;G_070;MODE 3/A;V_090;G_090;FL;MODE C Corrected Altitude;SRL_130;SSR_130;SAM_130;PRL_130;PAM_130;RPD_130;APD_130;TA;TI;MCP_ALT;FMS_ALT;BP;VNAV;ALT_HOLD;APP;TARGET_ALT_SOURCE;RA;TTA;GS;TAR;TAS;HDG;IAS;MACH;BAR;IVV;TN;X;Y;GS_KT;HEADING;CNF_170;RAD_170;DOU_170;MAH_170;CDM_170;TRE_170;GHO_170;SUP_170;TCC_170;HEIGHT;COM_230;STAT_230;SI_230;MSCC_230;ARC_230;AIC_230;B1A_230;B1B_230
20868;20;129;08:27:31.000;30451;41.343825253067806;2.3702467604382376;881.9914410151541;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;12.40625;77.87109375;Code Validated;Default;4026;Code Validated;Default;27.5;2894.0;1.3623046875 dg;5;-46 dBm;0.2197265625 dg;62 dBm;0.12109375 NM;0.17578125 dg;4CA8D1;ITY074;2304;0;1018.0;Not Active;Not Active;Not Active;Unknown;-2.98828125;-69.08203125;226.0;-0.25;224;-69.609375;214;0.34;-544.0;-576.0;3587;N/A;N/A;226.7578125;290.906982421875;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
20869;20;129;08:27:31.000;30451;41.34301108233765;2.436950450277929;10500.203139629215;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;16.37109375;80.3759765625;Code Validated;Default;2150;Code Validated;Default;344.5;;1.0546875 dg;4;-50 dBm;0.087890625 dg;51 dBm;0.09375 NM;0.06591796875 dg;4070EF;EXS98AP;32000;32000;1013.2;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;166.9921875;249;0.732;-3168.0;-3072.0;4055;N/A;N/A;485.15625;166.04736328125;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
20907;20;129;08:27:35.000;30455;41.46431250969008;2.1591460925696433;2392.7066879374906;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;10.2265625;14.7052001953125;Code Validated;Default;4415;Code Validated;Default;78.5;;1.40625 dg;4;-40 dBm;1.1865234375 dg;59 dBm;0.11328125 NM;0.02197265625 dg;4951D2;TAP1040;4000;0;1013.3;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;94.04296875;234;0.40800000000000003;-864.0;-672.0;3396;N/A;N/A;272.900390625;98.426513671875;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
20909;20;129;08:27:35.000;30455;41.565126186503655;2.387503522459351;579.0862619737163;SSR + PSR detection;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;20.43359375;38.9959716796875;Code Validated;Default;7052;Code Validated;Default;19.0;;3.515625 dg;8;-54 dBm;0.3076171875 dg;46 dBm;0.125 NM;-0.02197265625 dg;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1162;N/A;N/A;100.1953125;298.5150146484375;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20910;20;129;08:27:35.000;30455;41.60656788141607;2.4995154547802705;2872.625634273514;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;25.703125;44.219970703125;Code Validated;Default;7601;Code Validated;Default;94.25;;1.93359375 dg;4;-51 dBm;0.7470703125 dg;51 dBm;0.125 NM;0.15380859375 dg;4CA243;RYR?XG;8000;64;1013.2;Not Active;Not Active;Not Active;Unknown;-0.17578125;-108.45703125;300.0;0.03125;282;-100.546875;244;0.436;-800.0;-640.0;2617;N/A;N/A;300.3662109375;251.56494140625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 1101
20913;20;129;08:27:35.000;30455;41.43609464844474;2.510423365735136;706.6166298557073;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;20.16015625;66.1102294921875;Code Validated;Default;1730;Code Validated;Default;21.75;2319.0;1.669921875 dg;3;-53 dBm;0.2197265625 dg;63 dBm;0.11328125 NM;-0.06591796875 dg;4BA9E1;THY5NC;2304;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-83.14453125;219;0.34400000000000003;-224.0;-224.0;1153;N/A;N/A;233.1298828125;282.12890625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
20914;20;129;08:27:35.000;30455;41.32865133564397;2.1708895627399194;350.51420257240534;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;3.5390625;61.6717529296875;Code Validated;Default;1737;Code Validated;Default;10.0;1150.0;0.9228515625 dg;3;-34 dBm;1.142578125 dg;44 dBm;0.12890625 NM;0.06591796875 dg;4CA9C1;RYR55YP;3008;64;1018.2;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-115.83984375;147;0.224;-896.0;-896.0;3746;N/A;N/A;156.6650390625;245.885009765625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 1101
20915;20;129;08:27:35.000;30455;41.3779615965436;2.4041920086930264;9448.67769004032;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;15.30078125;71.158447265625;Code Validated;Default;7574;Code Validated;Default;310.0;;1.0107421875 dg;4;-49 dBm;0.615234375 dg;51 dBm;0.1015625 NM;-0.0439453125 dg;406696;TOM45K;31008;64;1013.2;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;165.9375;279;0.756;0.0;0.0;1970;N/A;N/A;514.8193359375;165.2618408203125;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
20916;20;129;08:27:35.000;30455;41.3452338521565;2.3649760624698617;874.3755558757111;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;12.19140625;77.2503662109375;Code Validated;Default;4026;Code Validated;Default;27.25;2869.0;1.40625 dg;4;-45 dBm;0.7470703125 dg;64 dBm;0.1484375 NM;0.0 dg;4CA8D1;ITY074;2304;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-70.3125;213;0.34;-576.0;-480.0;3587;N/A;N/A;226.0986328125;290.4345703125;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
20917;20;129;08:27:36.000;30456;41.33426509994869;2.4398645917206747;10439.239559560083;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;16.41015625;82.3809814453125;Code Validated;Default;2150;Code Validated;Default;342.5;;1.40625 dg;5;-51 dBm;0.6591796875 dg;46 dBm;0.11328125 NM;-0.0439453125 dg;4070EF;EXS98AP;32000;32000;1013.2;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;167.16796875;250;0.732;-2976.0;-2912.0;4055;N/A;N/A;485.15625;166.04736328125;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
20955;20;129;08:27:39.000;30459;41.46354862685401;2.1657917696199736;2377.4652614537627;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;10.26171875;16.402587890625;Code Validated;Default;4415;Code Validated;Default;78.0;;1.318359375 dg;3;-41 dBm;0.2197265625 dg;64 dBm;0.109375 NM;0.02197265625 dg;4951D2;TAP1040;4000;0;1013.3;Not Active;Not Active;Not Active;Unknown;0.0;98.26171875;270.0;-0.0625;260;93.8671875;231;0.4;-672.0;-640.0;3396;N/A;N/A;270.703125;98.2781982421875;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
20957;20;129;08:27:39.000;30459;41.56584205612108;2.3850878920312724;579.0886412989348;SSR + PSR detection;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;20.3984375;38.682861328125;Code Validated;Default;7052;Code Validated;Default;19.0;;4.21875 dg;9;-54 dBm;1.1865234375 dg;49 dBm;0.12109375 NM;0.0 dg;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1162;N/A;N/A;100.8544921875;297.7569580078125;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20958;20;129;08:27:39.000;30459;41.60479203627861;2.492499021204251;2857.3921837909147;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;25.40625;43.87939453125;Code Validated;Default;7601;Code Validated;Default;93.75;;1.5380859375 dg;4;-51 dBm;1.1865234375 dg;48 dBm;0.12890625 NM;0.02197265625 dg;4CA243;RYR?XG;8000;64;1013.2;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-100.546875;242;0.432;-640.0;-672.0;2617;N/A;N/A;298.1689453125;251.6253662109375;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 1101
20961;20;129;08:27:39.000;30459;41.43667722789697;2.5046900682791535;699.0033974824473;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;19.9375;65.72021484375;Code Validated;Default;1730;Code Validated;Default;21.5;2294.0;1.0107421875 dg;3;-53 dBm;0.17578125 dg;57 dBm;0.109375 NM;0.02197265625 dg;4BA9E1;THY5NC;2304;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-90.703125;219;0.34400000000000003;-256.0;-192.0;1153;N/A;N/A;233.349609375;276.6357421875;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
20962;20;129;08:27:39.000;30459;41.32748568103258;2.1674135386071827;327.65478870272636;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;3.3671875;61.4520263671875;Code Validated;Default;1737;Code Validated;Default;9.25;1075.0;2.6806640625 dg;7;-34 dBm;1.1865234375 dg;49 dBm;0.1171875 NM;-0.0439453125 dg;4CA9C1;RYR55YP;3008;64;1018.2;Not Active;Not Active;Not Active;Unknown;-0.52734375;-114.2578125;156.0;0.0;148;-116.19140625;145;0.224;-896.0;-864.0;3746;N/A;N/A;154.6875;245.5828857421875;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 1101
20963;20;129;08:27:39.000;30459;41.368657732699965;2.407412940591959;9448.673315447755;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;15.2734375;73.4490966796875;Code Validated;Default;7574;Code Validated;Default;310.0;;0.87890625 dg;3;-49 dBm;0.6591796875 dg;48 dBm;0.12109375 NM;-0.0439453125 dg;406696;TOM45K;31008;64;1013.2;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;166.11328125;279;0.756;-96.0;32.0;1970;N/A;N/A;514.8193359375;165.2618408203125;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
20964;20;129;08:27:39.000;30459;41.34668793369143;2.359746027497205;866.7595717366785;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;11.98046875;76.5966796875;Code Validated;Default;4026;Code Validated;Default;27.0;2844.0;1.0986328125 dg;4;-44 dBm;1.1865234375 dg;63 dBm;0.140625 NM;0.10986328125 dg;4CA8D1;ITY074;2304;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-70.48828125;213;0.336;-512.0;-480.0;3587;N/A;N/A;224.560546875;290.0445556640625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
20965;20;129;08:27:40.000;30460;41.32548909249391;2.442697922092626;10385.896210325882;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;16.46484375;84.375;Code Validated;Default;2150;Code Validated;Default;340.75;;1.40625 dg;4;-51 dBm;0.087890625 dg;53 dBm;0.11328125 NM;-0.15380859375 dg;4070EF;EXS98AP;32000;32000;1013.2;Not Active;Not Active;Not Active;Unknown;0.3515625;166.11328125;484.0;-0.03125;418;167.34375;250;0.728;-3104.0;-2912.0;4055;N/A;N/A;484.0576171875;166.13525390625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
21003;20;129;08:27:43.000;30463;41.46285878615743;2.1723432392698907;2362.2237580362707;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;10.30859375;18.0560302734375;Code Validated;Default;4415;Code Validated;Default;77.5;;1.0107421875 dg;4;-40 dBm;0.2197265625 dg;63 dBm;0.12109375 NM;0.02197265625 dg;4951D2;TAP1040;4000;0;1013.3;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;93.69140625;229;0.4;-640.0;-576.0;3396;N/A;N/A;268.7255859375;98.338623046875;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
21005;20;129;08:27:43.000;30463;41.56626168665476;2.3831446082476018;579.0904479837045;Single SSR detection;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;20.36328125;38.4466552734375;Code Validated;Default;7052;Code Validated;Default;19.0;;2.109375 dg;5;-63 dBm;N/A;N/A;0.140625 NM;-0.1318359375 dg;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1162;N/A;N/A;90.7470703125;291.1431884765625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
21006;20;129;08:27:43.000;30463;41.603149713575206;2.485392762455913;2842.1587926074862;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;25.11328125;43.5113525390625;Code Validated;Default;7601;Code Validated;Default;93.25;;1.0107421875 dg;3;-50 dBm;1.142578125 dg;48 dBm;0.1328125 NM;-0.0439453125 dg;4CA243;RYR?XG;8000;64;1013.2;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-100.546875;240;0.428;-608.0;-608.0;2617;N/A;N/A;296.19140625;251.4990234375;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 1101
21009;20;129;08:27:43.000;30463;41.436896270244134;2.498865274442708;699.0100585650653;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;19.703125;65.3741455078125;Code Validated;Default;1730;Code Validated;Default;21.5;2294.0;0.966796875 dg;3;-52 dBm;1.142578125 dg;58 dBm;0.10546875 NM;0.15380859375 dg;4BA9E1;THY5NC;2304;0;1018.0;Not Active;Not Active;Not Active;Unknown;-22.32421875;-93.515625;234.0;-2.0;226;-99.31640625;219;0.34400000000000003;-32.0;0.0;1153;N/A;N/A;234.0087890625;268.52783203125;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
21010;20;129;08:27:43.000;30463;41.32631652931453;2.1640322510732886;312.4153269371018;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;3.19921875;61.248779296875;Code Validated;Default;1737;Code Validated;Default;8.75;1025.0;1.7138671875 dg;4;-34 dBm;0.2197265625 dg;48 dBm;0.11328125 NM;0.087890625 dg;4CA9C1;RYR55YP;3008;64;1018.2;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-116.54296875;144;0.22;-832.0;-832.0;3746;N/A;N/A;153.80859375;245.4290771484375;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 1101
21011;20;129;08:27:43.000;30463;41.359316534594285;2.410685537577015;9448.669062298723;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;15.26953125;75.7562255859375;Code Validated;Default;7574;Code Validated;Default;310.0;;1.494140625 dg;5;-49 dBm;0.6591796875 dg;62 dBm;0.11328125 NM;-0.02197265625 dg;406696;TOM45K;31008;64;1013.2;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;166.11328125;279;0.756;32.0;32.0;1970;N/A;N/A;514.8193359375;165.2618408203125;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
21012;20;129;08:27:43.000;30463;41.34802185360904;2.3545220325537106;851.5234969807789;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;11.76953125;75.9539794921875;Code Validated;Default;4026;Code Validated;Default;26.5;2794.0;1.142578125 dg;4;-43 dBm;1.1865234375 dg;63 dBm;0.13671875 NM;0.0439453125 dg;4CA8D1;ITY074;2304;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-70.3125;210;0.332;-640.0;-544.0;3587;N/A;N/A;222.5830078125;290.2203369140625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
21013;20;129;08:27:44.000;30464;41.316775157979826;2.445602600806046;10324.9329514727;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;16.5390625;86.3360595703125;Code Validated;Default;2150;Code Validated;Default;338.75;;1.0986328125 dg;4;-51 dBm;0.615234375 dg;55 dBm;0.10546875 NM;0.02197265625 dg;4070EF;EXS98AP;32000;32000;1013.2;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;167.34375;250;0.724;-3168.0;-3072.0;4055;N/A;N/A;483.837890625;166.2506103515625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
21051;20;129;08:27:47.000;30467;41.4621454626132;2.1789084382944646;2354.602122412063;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;10.36328125;19.698486328125;Code Validated;Default;4415;Code Validated;Default;77.25;;1.40625 dg;5;-40 dBm;0.17578125 dg;65 dBm;0.12109375 NM;-0.10986328125 dg;4951D2;TAP1040;4000;0;1013.3;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;94.39453125;228;0.396;-512.0;-480.0;3396;N/A;N/A;266.5283203125;98.1903076171875;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
21053;20;129;08:27:47.000;30467;41.569435776791195;2.382113373228744;-0.026768898591399193;No detection;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;20.48046875;38.0126953125;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3672;N/A;N/A;102.6123046875;298.3612060546875;Confirmed Track;PSR Track;Normal confidence;No horizontal maneuver sensed;Maintaining;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
21054;20;129;08:27:47.000;30467;41.60149143934533;2.478527400855379;2826.924998210743;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;24.828125;43.154296875;Code Validated;Default;7601;Code Validated;Default;92.75;;1.0107421875 dg;3;-51 dBm;0.7470703125 dg;45 dBm;0.13671875 NM;0.10986328125 dg;4CA243;RYR?XG;8000;64;1013.2;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-100.546875;237;0.424;-672.0;-608.0;2617;N/A;N/A;293.115234375;251.4990234375;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 1101
21057;20;129;08:27:47.000;30467;41.43636583791335;2.4930032990373503;699.0164243727922;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;19.44921875;65.137939453125;Code Validated;Default;1730;Code Validated;Default;21.5;2294.0;1.3623046875 dg;4;-51 dBm;0.17578125 dg;58 dBm;0.1015625 NM;0.1318359375 dg;4BA9E1;THY5NC;2304;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;-106.34765625;217;0.34;256.0;192.0;1153;N/A;N/A;231.8115234375;260.8209228515625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
